CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL4966103,222100RBCI9D1LLSKD54,"Stichting Achmea Algemeen Pensioenfonds - kring DB Stabiliteit",,"Handelsweg 2, 3707 , ZEIST",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
NL0517433,222100TVC1UK47RQIK77,"Stichting Achmea Algemeen Pensioenfonds - kring DC",,"Handelsweg 2, 3707 , ZEIST",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL9319217,222100WW8H7QLNABP340,"Stichting Achmea Algemeen Pensioenfonds - kring RBS",,"Handelsweg 2, 3707 , ZEIST",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
NL1921000,213800AP5OC9PZK44L69,"Stichting Achmea Algemeen Pensioenfonds - Pensioenkring Grolsch","Stichting Achmea Algemeen Pensioenfonds","HANDELSWEG 2, 3707 , ZEIST",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
NL1001319103,FJLMAU760Z63Y1BTJ736,"Stichting Ahold Delhaize Pensioen",,"Provincialeweg 11, 1506M, ZAANDAM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
NL1001319086,724500EQTOU1N68JMZ57,"Stichting Algemeen Pensioenfonds KLM",,"Prof. E.M. Meijerslaan 1, 1183A, AMSTELVEEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
NL8697382,549300IU523USFELWI86,"Stichting Algemeen Pensioenfonds Stap",,"Europaweg 27, 9723A, GRONINGEN",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL1302764,5493007NPYXPTD15ZY66,"Stichting Algemeen Pensioenfonds Stap RE Pensioenkring F",,"Europaweg 27, 9723 , Groningen",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
NL2876747,549300HI1SXALWQBTU39,"Stichting Algemeen Pensioenfonds Unilever Nederland (Unilever APF)",,"Rodezand 90, 3011A, ROTTERDAM",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
NL1001357510,5493003C6X2GZVYZ4T11,"Stichting Algemeen Pensioenfonds Unilever Nederland (Unilever APF) - Kring Forward",,"Weena 455, 3013 , ROTTERDAM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL4970640,549300F7FI32HILF3489,"Stichting Algemeen Pensioenfonds Unilever Nederland (Unilever APF) - Kring Progress",,"Nassaukade 5, 3071 , ROTTERDAM",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
NL0602866,7P4UV0MBECNZ2V4P3798,"STICHTING BEDRIJFSPENSIOENFONDS VOOR DE KOOPVAARDIJ",,"Planetenweg 5, 2132H, HOOFDDORP",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
NL1001335969,724500WVPBFNZ2EUC010,"Stichting Bedrijfspensioenfonds voor de Rijn- en Binnenvaart",,"Akerstraat 92, 6411H, HEERLEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
NL10000730,724500CE15BA91R19870,"Stichting Bedrijfspensioenfonds voor het Bakkersbedrijf",,"Europaweg 27, 9723A, GRONINGEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
NL0489572,549300PZ334RP6W8T666,"STICHTING BEDRIJFSTAKPENSIOENFONDS MODE-, INTERIEUR-, TAPIJT- EN TEXTIELINDUSTRIE",,"Akerstraat 92, 6411H, HEERLEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
NL5206669,549300R0YIL0S65XHC05,"STICHTING BEDRIJFSTAKPENSIOENFONDS VOOR DE BANDEN-EN WIELENBRANCHE",,"Akerstraat 92, 6411H, HEERLEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
NL1001354654,72450078KVMERXY6DQ64,"Stichting Bedrijfstakpensioenfonds voor de Betonproductenindustrie",,"Einsteinweg 12, 3404L, IJSSELSTEIN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
NL1001072970,549300B75W128C2XNV02,"STICHTING BEDRIJFSTAKPENSIOENFONDS VOOR DE BOUWNIJVERHEID",,"Basisweg 10, 1043A, AMSTERDAM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL1001335988,549300OCYH0WALOPK216,"Stichting Bedrijfstakpensioenfonds voor de Detailhandel",,"Euclideslaan 201, 3584B, UTRECHT",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
NL1001358309,724500LMBWFJKZILPH53,"Stichting Bedrijfstakpensioenfonds voor de Foodservice & Groothandel in Levensmiddelen",,"Akerstraat 92, 6411H, HEERLEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
NL1001355532,ECUNPD9TC7ARPR4G0150,"Stichting Bedrijfstakpensioenfonds voor de Groothandel in Vlakglas, de Groothandel in Verf, het Glasbewerkings- en het Glazeniersbed",,"Akerstraat 92, 6411H, HEERLEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
NL2846267,7245000PRL1KGE57WO29,"Stichting Bedrijfstakpensioenfonds voor de Handel in Bouwmaterialen",,"Trivium 76, 4873L, ETTEN-LEUR",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL9750150,RMFT1B2RN4TEL25L2B66,"Stichting Bedrijfstakpensioenfonds voor de Media PNO",,"Seinstraat 12, 1223D, HILVERSUM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
NL10021340,549300BH78WPPJ4PPU81,"Stichting Bedrijfstakpensioenfonds voor de Meubelindustrie en Meubileringsbedrijven",,"Europaweg 27, 9723A, GRONINGEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
NL1001339697,549300DUQPVCDBMVGR28,"Stichting Bedrijfstakpensioenfonds voor de Particuliere Beveiliging",,"Europaweg 27, 9723A, GRONINGEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
NL1001336007,7245007JKLK711RTDZ44,"Stichting Bedrijfstakpensioenfonds voor de Reisbranche",,"Verrijn Stuartlaan 1 f, 2288E, RIJSWIJK",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL5301238,3KKI6CE2BGRP9RYZFE90,"Stichting Bedrijfstakpensioenfonds voor de Zoetwarenindustrie",,"Europaweg 27, 9723A, GRONINGEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
NL1001339849,724500RTXEHKD1STWD78,"Stichting Bedrijfstakpensioenfonds voor de Zuivel en aanverwante industrie",,"Handelsweg 2, 3707N, ZEIST",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
NL1001072971,I0VDGE3UPBKDNIRIY087,"STICHTING BEDRIJFSTAKPENSIOENFONDS VOOR HET BEROEPSVERVOER OVER DE WEG",,"Europaweg 27, 9723A, GRONINGEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
NL1001339692,724500MRODHMKVPJ5N11,"Stichting Bedrijfstakpensioenfonds voor het Kappersbedrijf",,"Stationsweg 1, 3445A, WOERDEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
NL1001339693,724500UCH2082LQT5I49,"Stichting Bedrijfstakpensioenfonds voor het Levensmiddelenbedrijf",,"Akerstraat 92, 6411H, HEERLEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
NL1001354649,0NP1GL4B4GDQTLSR1E15,"Stichting Bedrijfstakpensioenfonds voor het Schilders-, Afwerkings- en Glaszetbedrijf",,"Noordweg-Noord 150, 3704J, ZEIST",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
NL0328939,724500EI4K55TDHR8C26,"Stichting Bedrijfstakpensioenfonds voor het Schoonmaak- en Glazenwassersbedrijf",,"Basisweg 10, 1043A, AMSTERDAM",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
NL1001355539,724500E6TIZKOGXH0V91,"Stichting Bedrijfstakpensioenfonds voor Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees",,"Stationsweg 1, 3445A, WOERDEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL0853110,724500I4Z6CB6WSGQW26,"Stichting Bedrijfstakpensioenfonds Waterbouw",,"Prins Mauritslaan 5, 1171L, BADHOEVEDORP",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
NL1001355540,X4L2VNQ8HV5OYLOSSC95,"Stichting Bedrijfstakpensioenfonds Zorgverzekeraars",,"Handelsweg 2, 3707N, ZEIST",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
NL1001358314,0RA4XDT47367OL841O88,"Stichting Beroepspensioenfonds Loodsen",,"Berghaven 16, 3151H, HOEK VAN HOLLAND",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
NL8842178,7245005ERMLWMQ47SH30,"STICHTING BPL PENSIOEN",,"Stationsweg 1, 3445A, WOERDEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
NL6404198,724500X9S55JFPBOZM45,"Stichting Brocacef Pensioenfonds",,"Straatweg 2, 3604B, MAARSSEN",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
NL9135873,549300UNXEJBCJ2RW073,"Stichting De Nationale Algemeen Pensioenfonds",,"Schenkkade 65, 2595A, 'S-GRAVENHAGE",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
NL5685040,A3OZI667JEF5WQMFYC72,"Stichting DOW Pensioenfonds",,"Herbert H. Dowweg 5, 4542N, HOEK",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
NL3351509,724500R62MJYTR2C6540,"Stichting Excedent Pensioenfonds 1987",,"Koninginneweg 97, 3261C, OUD-BEIJERLAND",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
NL10002315,5493003OCYQPJZ785858,"Stichting Heineken Pensioenfonds",,"Burgemeester Smeetsweg 1, 2382P, ZOETERWOUDE",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
NL1001336973,724500MRN8KDCS8NKK09,"Stichting Het nederlandse pensioenfonds",,"Prins Mauritslaan 3, 1171L, BADHOEVEDORP",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
NL5012191,549300MF6V172NVVOC39,"Stichting Het Nederlandse Pensioenfonds - Collectiviteitkring 1","Stichting Het nederlandse pensioenfonds","ARCHIMEDESLAAN 10, 3584 , UTRECHT",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
