CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IT0003936112640,549300TID9Z3JUY0JN89,"CASSA DI PREVIDENZA DEI DIPENDENTI DEL GRUPPO CREDITO EMILIANO - FONDO PENSIONE",,"Via Emilia San Pietro, 4, 42121, REGGIO EMILIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
IT0004970588677,81560030994B94A6F318,"CASSA DI PREVIDENZA DEI DIPENDENTI GRUPPO ASSIMOCO - FONDO PENSIONE",,"Via Giovanni Spadolini - Centro Leoni - Edificio B, 7, 20141, SEGRATE",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
IT0004968674331,,"CASSA DI PREVIDENZA DEI DIRIGENTI DELLA MIROGLIO S.P.A. E DELLE SUE SOCIETÀ CONTROLLATE - FONDO PENSIONE",,"Strada Santa Margherita, 23, 12051, ALBA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IT0003563403560,213800EPA3L4DXUIBJ96,"CASSA DI PREVIDENZA DEI DIRIGENTI E DEGLI IMPIEGATI DELLA MCKINSEY & CO - FONDO PENSIONE",,"Piazza del Duomo, 31, 20122, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
IT0005024002291,81560086A8D88C62C889,"CASSA DI PREVIDENZA PER I DIRIGENTI DELLE SOCIETÀ ITALTEL - FONDO PENSIONE COMPLEMENTARE",,"Località Castelletto, 20019, SETTIMO MILANESE",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IT0003695019296,5493009BUJQ3CYLELD96,"CONCRETO - FONDO NAZIONALE PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE PER I LAVORATORI DELL'INDUSTRIA DEL CEMENTO, DELLA CALCE E SUOI DERIVATI, DEL GESSO E RELATIVI MANUFATTI, DELLE MALTE E DEI MATERIA",,"Via del Tritone, 169, 00187, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
IT0005022128639,549300EE2N54T3VEN687,"CORE PENSION FONDO PENSIONE APERTO",,"Via Cernaia, 8/10, 20121, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
IT0004971255267,8156007B90F386221E76,"DESTINAZIONE FUTURO - FONDO PENSIONE APERTO BY CREDEMVITA",,"Via Luigi Sani, 1, 42121, REGGIO EMILIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
IT0004968672503,815600BC109A75BCD752,"EURORISPARMIO PREVIDENZA COMPLEMENTARE FONDO PENSIONE APERTO",,"Via Filippo Sassetti, 32, 20124, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
IT0001290194108,984500850AHX05513E60,"EXTENSO FONDO PENSIONE",,"Viale Lodovico Scarampo, 15, 20148, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
IT0003044422701,549300Q76OHEI4WOY325,"FON.TE - FONDO PENSIONE COMPLEMENTARE PER I DIPENDENTI DA AZIENDE DEL TERZIARIO (COMMERCIO, TURISMO E SERVIZI)",,"Via Marco e Marcelliano, 45, 00147, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
IT0004968673758,815600F73A1C04F38320,"FONDO AGGIUNTIVO PENSIONI PER IL PERSONALE DEL BANCO DI SARDEGNA",,"Via IV Novembre, 27, 07100, SASSARI",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
IT0001388574615,ROZOCQRGU2WXM4RXI627,"FONDO DI PREVIDENZA PER I DIRIGENTI DI AZIENDE COMMERCIALI E DI SPEDIZIONE E TRASPORTO MARIO NEGRI",,"Via Palestro, 32, 00185, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
IT0003511598923,9845006BXFB1143F8A55,"FONDO INTEGRATIVO DI PREVIDENZA DIRIGENTI AZIENDE FIAT - FIPDAF - FONDO PENSIONE",,"Via Plava, 86, 10135, TORINO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IT0001150462292,54930087ZPCIG3UUAO90,"FONDO INTEGRATIVO SANITARIO DIPENDENTI ENEL",,"VIA NIZZA 152, 00198, ROMA",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
IT0004318901286,815600D58FC981EE9553,"FONDO INTEGRAZIONE PENSIONI PER IL PERSONALE DELLA FONDAZIONE TEATRO LIRICO GIUSEPPE VERDI",,"c/o Teatro Verdi - Riva Tre Novembre, 1, 34123, TRIESTE",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IT0002939269452,213800B8BCXDDLJ1PV26,"FONDO NAZIONALE DI PREVIDENZA COMPLEMENTARE PER I LAVORATORI DEL SETTORE AUTOSTRADE, STRADE, TRASPORTI E INFRASTRUTTURE in forma abbreviata ASTRI - FONDO PENSIONE",,"Viale Parioli, 10, 00197, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
IT0000813735815,549300ROUCHX1Z5ZBT82,"FONDO NAZIONALE DI PREVIDENZA PER I LAVORATORI DEI GIORNALI QUOTIDIANI FIORENZO CASELLA",,"Largo A. Ponchielli, 1/4, 00198, ROMA",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IT0003653501721,TJ0U5PTJ827JGPOB5Y14,"FONDO NAZIONALE PENSIONE A FAVORE DEI LAVORATORI DEL SETTORE DELL'IGIENE AMBIENTALE E DEI SETTORI AFFINI in forma abbreviata PREVIAMBIENTE",,"Lungotevere Michelangelo, 9, 00192, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
IT0003442415678,549300UVPHRO1A7KWM88,"FONDO NAZIONALE PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE PER I LAVORATORI DELL'INDUSTRIA ALIMENTARE E DEI SETTORI AFFINI in forma abbreviata ALIFOND",,"Viale Pasteur, 66, 00144, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
IT0001284623229,NWACSZHX45G8UZT6PY02,"FONDO NAZIONALE PENSIONE COMPLEMENTARE PER I LAVORATORI DELL'INDUSTRIA METALMECCANICA, DELLA INSTALLAZIONE DI IMPIANTI E DEI SETTORI AFFINI in forma abbreviata COMETA",,"Via Giovanni Battista Sammartini, 5, 20125, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
IT0003321106675,549300XK7F32788KM703,"FONDO NAZIONALE PENSIONE COMPLEMENTARE PER I LAVORATORI DELLA SCUOLA - FONDO SCUOLA ESPERO",,"Via Cavour, 310, 00184, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
IT0003443114852,213800YXTJ32XIF8CQ38,"FONDO NAZIONALE PENSIONE COMPLEMENTARE PER I LAVORATORI DELLE AZIENDE DI TELECOMUNICAZIONE TELEMACO",,"Via Luigi Bellotti Bon, 14, 00197, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
IT0002353200905,549300XZLRIL68FLYM90,"FONDO NAZIONALE PENSIONE COMPLEMENTARE PER I LAVORATORI DELLE PICCOLE E MEDIE IMPRESE - FONDAPI",,"Piazza Cola di Rienzo, 80, 00192, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IT0002881854404,213800W77XW3CHTXEF40,"FONDO NAZIONALE PENSIONE COMPLEMENTARE PER IL PERSONALE NON DIRIGENTE DI POSTE ITALIANE S.P.A., in forma abbreviata FONDOPOSTE",,"Via Barberini, 68, 00187, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IT0004001427823,213800A5A17XOBEWZF73,"FONDO NAZIONALE PENSIONE COMPLEMENTARE PERSEO SIRIO in forma abbreviata FONDO PERSEO SIRIO",,"Via Aniene, 14, 00198, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IT0004969640578,8156003EAD57BD44B784,"FONDO PENSIONE - EULER HERMES ITALIA",,"Via Raffaello Matarazzo, 19, 00139, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IT0001856466272,549300KCMRQUN3468I85,"FONDO PENSIONE A PRESTAZIONE DEFINITA DEL GRUPPO INTESA SANPAOLO",,"Via Monte di Pietà, 34, 10122, TORINO",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
IT0004969639926,81560033D8EB8BAE9662,"FONDO PENSIONE AGGIUNTIVO PER I MEMBRI DELLA DIREZIONE CENTRALE DELL'UNICREDITO ITALIANO",,"Via Giovanni Battista Pirelli, 5, 20124, MILANO",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
IT0004969618148,815600B6C42D24066A35,"FONDO PENSIONE APERTO AUREO",,"Via Carlo Esterle, 9/11, 20132, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
IT0004969670190,81560040068607F36456,"FONDO PENSIONE APERTO BIM VITA",,"Corso Galileo Galilei, 12, 10122, TORINO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
IT0004969670018,81560072D92AE4D3AC35,"FONDO PENSIONE APERTO CNP",,"Via Arbe, 49, 20125, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
IT0004969621018,81560097BB680B7EE922,"FONDO PENSIONE APERTO CREDIT AGRICOLE VITA",,"Via Università, 1, 43121, PARMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
IT0004969669610,213800CGWUEIX6ZHBX50,"FONDO PENSIONE APERTO GIUSTINIANO",,"Via San Francesco d'Assisi, 10, 10122, TORINO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
IT0004969652458,8156004682FD54B93483,"FONDO PENSIONE APERTO IL MELOGRANO",,"Via Giovanni Spadolini - Centro Leoni Edificio B, 7, 20141, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
IT0004969669792,213800CF4E69O3XA2112,"FONDO PENSIONE APERTO IL MIO DOMANI",,"Via San Francesco d'Assisi, 10, 10122, TORINO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
IT0004969652376,815600F3D9ECD24CBB02,"FONDO PENSIONE APERTO PENSPLAN PROFI",,"Passaggio Duomo, 15, 39100, BOLZANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
IT0004969617801,81560007E889FA36A917,"FONDO PENSIONE APERTO PREVIGEST FUND MEDIOLANUM",,"Via Ennio Doris - Palazzo Meucci, 20079, BASIGLIO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
IT0004984968763,8156000A669ECB0EE263,"FONDO PENSIONE APERTO SOLUZIONE PREVIDENTE",,"Via G. B. Cassinis, 21, 20139, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
IT0004983394156,81560039C3C752D5FB23,"FONDO PENSIONE APERTO TESEO",,"Via Corte d'Appello, 11, 10122, TORINO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
IT0004969652520,815600F2507D2B946442,"FONDO PENSIONE APERTO UBI PREVIDENZA",,"Via San Francesco d'Assisi, 10, 10122, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
IT0004968661460,815600CB0C3DA88A8940,"FONDO PENSIONE APERTO UNIPOL PREVIDENZA FPA",,"Via Stalingrado, 45, 40128, BOLOGNA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
IT0004968661388,815600F0E4888F69D982,"FONDO PENSIONE APERTO VERA VITA",,"Via Massaua, 6, 20146, VERONA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IT0004968647293,81560069C32DD2E57507,"FONDO PENSIONE APERTO VITTORIA FORMULA LAVORO",,"Via Ignazio Gardella, 2, 20149, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
IT0004969617983,815600B056F4A0BF8148,"FONDO PENSIONE APERTO ZURICH CONTRIBUTION",,"Via Benigno Crespi, 23, 20159, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
IT0004970562916,,"FONDO PENSIONE C.L.M.",,"Via Olmo, 16, 37030, RONCA'",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IT0004969641569,894500LI0EHMB1S86U78,"FONDO PENSIONE CAIMOP",,"Viale Europa, 55, 00144, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
IT0004969641641,98450014E1FC81DE2D28,"FONDO PENSIONE CASSA DI PREVIDENZA DEI DIPENDENTI DI SOCIETÀ DEL GRUPPO FONDIARIA-SAI",,"Via Lorenzo il Magnifico, 1, 50129, FIRENZE",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
IT0004527847884,8156004786F5EACD0546,"FONDO PENSIONE CISL",,"Via Po, 21, 00198, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
IT0001382563267,213800HJ715VLH7RDS70,"FONDO PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE DEL SETTORE ENERGIA in forma abbreviata FONDO PENSIONE FONDENERGIA",,"Via Benedetto Croce, 6, 00142, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IT0001519357152,213800P83PDTLFC58D64,"FONDO PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE PER GLI ESERCENTI LE PROFESSIONI SANITARIE, in forma abbreviata FONDOSANITÀ",,"Piazza Vittorio Emanuele II, 78, 00185, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
IT0004283435034,,"FONDO PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE PER GLI OPERAI AGRICOLI E FLOROVIVAISTI E PER I QUADRI E GLI IMPIEGATI AGRICOLI, in forma abbreviata FONDO PENSIONE AGRIFONDO",,"Viale Beethoven, 48, 00144, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
IT0003453529830,213800WDQS5DRFGDGX11,"FONDO PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE PER I LAVORATORI DELL'INDUSTRIA DELLA GOMMA, CAVI ELETTRICI ED AFFINI E DELLE MATERIE PLASTICHE in forma abbreviata FONDO GOMMA PLASTICA",,"Piazza Medaglie D'oro, 3, 20135, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
IT0003423243734,21380081WSLNCSRX7115,"FONDO PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE PER I LAVORATORI DELL'INDUSTRIA TESSILE - ABBIGLIAMENTO, DELLE CALZATURE E DEGLI ALTRI SETTORI INDUSTRIALI DEL SISTEMA MODA - PREVIMODA, in forma abbrev",,"Via Tommaso Agudio, 1, 20154, MILANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IT0001211334660,549300CKJZIG6OKXL871,"FONDO PENSIONE COMPLEMENTARE A CAPITALIZZAZIONE PER I LAVORATORI DIPENDENTI DELL'INDUSTRIA DELLE PIASTRELLE DI CERAMICA E DI MATERIALI REFRATTARI - FONCER",,"Via Felice Cavallotti, 106, 41049, SASSUOLO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
IT0001535107890,549300I1TO20N7DMZL91,"FONDO PENSIONE COMPLEMENTARE DEI GIORNALISTI ITALIANI",,"Via Nizza, 35, 00198, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
IT0003453529676,213800UIVQCDDRMSNZ64,"FONDO PENSIONE COMPLEMENTARE DIRIGENTI TELECOMUNICAZIONI-FONTEDIR",,"Corso d'Italia, 41, 00198, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
IT0001376305471,549300KOTL3K0FDOYQ69,"FONDO PENSIONE COMPLEMENTARE FONTEX",,"Via Pacinotti, 7, 67051, AVEZZANO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
IT0004002178651,21380019M3DB4F2C2477,"FONDO PENSIONE COMPLEMENTARE NAVIGANTI DEL TRASPORTO AEREO - PILOTI E ASSISTENTI DI VOLO in forma abbreviata FONDAEREO",,"Via degli Scialoja, 6, 00196, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
IT0002566018570,549300TXQNR8BIJF7J72,"FONDO PENSIONE COMPLEMENTARE NAZIONALE PER I LAVORATORI QUADRI, IMPIEGATI ED OPERAI DELLE AZIENDE ADERENTI AD ASSAEROPORTI,  in forma abbreviata  PREVAER FONDO PENSIONE",,"Via Giacomo Schneider, snc, 00054, FIUMICINO",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
IT0001629575007,549300FPGVY8XSD10D06,"FONDO PENSIONE COMPLEMENTARE PER I DIPENDENTI DELLA FINDOMESTIC BANCA SPA E SOCIETA' CONTROLLATE",,"Viale della Toscana, 24, 50127, FIRENZE",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
IT0003442415750,2138009HPSF1FKMMUM92,"FONDO PENSIONE COMPLEMENTARE PER I DIPENDENTI DELLE IMPRESE DI SERVIZI DI PUBBLICA UTILITÀ, in forma abbreviata FONDO PEGASO",,"Via Savoia, 82, 00198, ROMA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
IT0004969640324,,"FONDO PENSIONE COMPLEMENTARE PER I DIRIGENTI DELLA SOCIETÀ FINCANTIERI - CANTIERI NAVALI ITALIANI S.P.A.",,"Galleria Fenice, 2, 34125, TRIESTE",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
